fixture_id,team_id,opponent_team_id,is_home,player_id,player_name,expected_minutes,proj_shots_total,proj_shots_on,proj_fouls_committed,proj_fouls_drawn,proj_yellow_cards,role,side,minutes_total,games,avg_minutes,shots_total_per90,shots_on_per90,fouls_committed_per90,fouls_drawn_per90,yellow_cards_per90,team_matches,team_goals_for_per_match,team_goals_against_per_match,team_shots_total_per_match,team_shots_on_per_match,team_fouls_committed_per_match,team_fouls_drawn_per_match,team_yellow_cards_per_match,team_red_cards_per_match,opp_matches,opp_goals_for_per_match,opp_goals_against_per_match,opp_shots_total_per_match,opp_shots_on_per_match,opp_fouls_committed_per_match,opp_fouls_drawn_per_match,opp_yellow_cards_per_match,opp_red_cards_per_match,team_foul_rate,team_card_rate,team_shots_allowed_rate,team_press_intensity,team_foul_z,team_card_z,team_shots_allowed_z,team_press_z,team_style_tag,opp_foul_rate,opp_card_rate,opp_shots_allowed_rate,opp_press_intensity,opp_foul_z,opp_card_z,opp_shots_allowed_z,opp_press_z,opp_style_tag,explanation_1,explanation_2,explanation_3,explanation_4
1378970,66,34,True,36878,Marco Bizot,90.0,0.0,0.0,0.0,0.0,0.0,GK,C,90.0,1,90.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3.0,3.0,13.0,11.0,1.0,1.0,1,0.0,0.0,9.0,3.0,11.0,13.0,1.0,0.0,13.0,3.0,9.0,21.75,0.5704791219417489,1.2649110640673518,-0.0471987581645662,-0.2011017836759334,"foul-heavy,card-prone",11.0,1.0,3.0,17.75,-0.0633865691046385,-0.3162277660168378,-1.4631615031015597,-0.9323809970429632,defensively-solid,"Marco Bizot has played 1 match (90 total minutes), averaging about 90 minutes per appearance. For this match we expect around 90 minutes.",Per 90 minutes he averages 0.0 shots and 0.0 shots on target.,"His team takes around 3.0 shots per match, and this projection of 0.0 shots (0.0 on target) is about 0% of the team total.","He draws 0.0 fouls and commits 0.0 per 90, translating to about 0.0 drawn and 0.0 committed here. The opposition concedes roughly 0.0 goals per match and is involved in about 24.0 fouls per game. Stylistically, his team is classified as foul-heavy,card-prone, while the opposition are defensively-solid. As a GK, he tends to draw the most fouls when facing Ws in more central or mixed areas, averaging around 0.12 fouls drawn per direct matchup, which is higher than the typical 0.09 for this role."
1378970,66,34,True,19298,Matty Cash,90.0,0.0,0.0,1.0855718682912625,1.9809840292686085,0.0,CB,C,90.0,1,90.0,0.0,0.0,1.0,2.0,0.0,1,0.0,0.0,3.0,3.0,13.0,11.0,1.0,1.0,1,0.0,0.0,9.0,3.0,11.0,13.0,1.0,0.0,13.0,3.0,9.0,21.75,0.5704791219417489,1.2649110640673518,-0.0471987581645662,-0.2011017836759334,"foul-heavy,card-prone",11.0,1.0,3.0,17.75,-0.0633865691046385,-0.3162277660168378,-1.4631615031015597,-0.9323809970429632,defensively-solid,"Matty Cash has played 1 match (90 total minutes), averaging about 90 minutes per appearance. For this match we expect around 90 minutes.",Per 90 minutes he averages 0.0 shots and 0.0 shots on target.,"His team takes around 3.0 shots per match, and this projection of 0.0 shots (0.0 on target) is about 0% of the team total.","He draws 2.0 fouls and commits 1.0 per 90, translating to about 2.0 drawn and 1.1 committed here. The opposition concedes roughly 0.0 goals per match and is involved in about 24.0 fouls per game. Stylistically, his team is classified as foul-heavy,card-prone, while the opposition are defensively-solid. As a CB, his foul-drawing profile against DMs in more central or mixed areas is fairly typical for this role, at about 1.12 fouls per matchup vs a role average of 1.09."
1378970,66,34,True,19354,Ezri Konsa,75.0,0.0,0.0,1.2336043957855252,1.125559107538982,0.0,FB,L,66.0,1,66.0,0.0,0.0,1.3636363636363635,1.3636363636363635,0.0,1,0.0,0.0,3.0,3.0,13.0,11.0,1.0,1.0,1,0.0,0.0,9.0,3.0,11.0,13.0,1.0,0.0,13.0,3.0,9.0,21.75,0.5704791219417489,1.2649110640673518,-0.0471987581645662,-0.2011017836759334,"foul-heavy,card-prone",11.0,1.0,3.0,17.75,-0.0633865691046385,-0.3162277660168378,-1.4631615031015597,-0.9323809970429632,defensively-solid,"Ezri Konsa has played 1 match (66 total minutes), averaging about 66 minutes per appearance. For this match we expect around 75 minutes.",Per 90 minutes he averages 0.0 shots and 0.0 shots on target.,"His team takes around 3.0 shots per match, and this projection of 0.0 shots (0.0 on target) is about 0% of the team total.","He draws 1.4 fouls and commits 1.4 per 90, translating to about 1.1 drawn and 1.2 committed here. The opposition concedes roughly 0.0 goals per match and is involved in about 24.0 fouls per game. Stylistically, his team is classified as foul-heavy,card-prone, while the opposition are defensively-solid. As a FB, he tends to draw the most fouls when facing DMs in more central or mixed areas, averaging around 1.17 fouls drawn per direct matchup, which is higher than the typical 0.75 for this role."
1378970,66,34,True,19179,Tyrone Mings,90.0,0.0,0.0,0.0,0.9904920146343044,0.0,FB,L,90.0,1,90.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,3.0,3.0,13.0,11.0,1.0,1.0,1,0.0,0.0,9.0,3.0,11.0,13.0,1.0,0.0,13.0,3.0,9.0,21.75,0.5704791219417489,1.2649110640673518,-0.0471987581645662,-0.2011017836759334,"foul-heavy,card-prone",11.0,1.0,3.0,17.75,-0.0633865691046385,-0.3162277660168378,-1.4631615031015597,-0.9323809970429632,defensively-solid,"Tyrone Mings has played 1 match (90 total minutes), averaging about 90 minutes per appearance. For this match we expect around 90 minutes.",Per 90 minutes he averages 0.0 shots and 0.0 shots on target.,"His team takes around 3.0 shots per match, and this projection of 0.0 shots (0.0 on target) is about 0% of the team total.","He draws 1.0 fouls and commits 0.0 per 90, translating to about 1.0 drawn and 0.0 committed here. The opposition concedes roughly 0.0 goals per match and is involved in about 24.0 fouls per game. Stylistically, his team is classified as foul-heavy,card-prone, while the opposition are defensively-solid. As a FB, he tends to draw the most fouls when facing DMs in more central or mixed areas, averaging around 1.17 fouls drawn per direct matchup, which is higher than the typical 0.75 for this role."
1378970,66,34,True,2724,Lucas Digne,90.0,0.0,0.0,2.171143736582525,0.0,0.0,FB,L,90.0,1,90.0,0.0,0.0,2.0,0.0,0.0,1,0.0,0.0,3.0,3.0,13.0,11.0,1.0,1.0,1,0.0,0.0,9.0,3.0,11.0,13.0,1.0,0.0,13.0,3.0,9.0,21.75,0.5704791219417489,1.2649110640673518,-0.0471987581645662,-0.2011017836759334,"foul-heavy,card-prone",11.0,1.0,3.0,17.75,-0.0633865691046385,-0.3162277660168378,-1.4631615031015597,-0.9323809970429632,defensively-solid,"Lucas Digne has played 1 match (90 total minutes), averaging about 90 minutes per appearance. For this match we expect around 90 minutes.",Per 90 minutes he averages 0.0 shots and 0.0 shots on target.,"His team takes around 3.0 shots per match, and this projection of 0.0 shots (0.0 on target) is about 0% of the team total.","He draws 0.0 fouls and commits 2.0 per 90, translating to about 0.0 drawn and 2.2 committed here. The opposition concedes roughly 0.0 goals per match and is involved in about 24.0 fouls per game. Stylistically, his team is classified as foul-heavy,card-prone, while the opposition are defensively-solid. As a FB, he tends to draw the most fouls when facing DMs in more central or mixed areas, averaging around 1.17 fouls drawn per direct matchup, which is higher than the typical 0.75 for this role."
1378970,66,34,True,1904,Boubacar Kamara,90.0,0.951219512195122,0.951219512195122,1.0855718682912625,2.971476043902913,1.0948683298050514,DM,L,90.0,1,90.0,1.0,1.0,1.0,3.0,1.0,1,0.0,0.0,3.0,3.0,13.0,11.0,1.0,1.0,1,0.0,0.0,9.0,3.0,11.0,13.0,1.0,0.0,13.0,3.0,9.0,21.75,0.5704791219417489,1.2649110640673518,-0.0471987581645662,-0.2011017836759334,"foul-heavy,card-prone",11.0,1.0,3.0,17.75,-0.0633865691046385,-0.3162277660168378,-1.4631615031015597,-0.9323809970429632,defensively-solid,"Boubacar Kamara has played 1 match (90 total minutes), averaging about 90 minutes per appearance. For this match we expect around 90 minutes.",Per 90 minutes he averages 1.0 shots and 1.0 shots on target.,"His team takes around 3.0 shots per match, and this projection of 1.0 shots (1.0 on target) is about 32% of the team total.","He draws 3.0 fouls and commits 1.0 per 90, translating to about 3.0 drawn and 1.1 committed here. The opposition concedes roughly 0.0 goals per match and is involved in about 24.0 fouls per game. Stylistically, his team is classified as foul-heavy,card-prone, while the opposition are defensively-solid. As a DM, he tends to draw the most fouls when facing FBs in more central or mixed areas, averaging around 2.00 fouls drawn per direct matchup, which is higher than the typical 1.32 for this role."
1378970,66,34,True,162714,Amadou Onana,90.0,0.0,0.0,0.0,1.9809840292686085,0.0,DM,L,90.0,1,90.0,0.0,0.0,0.0,2.0,0.0,1,0.0,0.0,3.0,3.0,13.0,11.0,1.0,1.0,1,0.0,0.0,9.0,3.0,11.0,13.0,1.0,0.0,13.0,3.0,9.0,21.75,0.5704791219417489,1.2649110640673518,-0.0471987581645662,-0.2011017836759334,"foul-heavy,card-prone",11.0,1.0,3.0,17.75,-0.0633865691046385,-0.3162277660168378,-1.4631615031015597,-0.9323809970429632,defensively-solid,"Amadou Onana has played 1 match (90 total minutes), averaging about 90 minutes per appearance. For this match we expect around 90 minutes.",Per 90 minutes he averages 0.0 shots and 0.0 shots on target.,"His team takes around 3.0 shots per match, and this projection of 0.0 shots (0.0 on target) is about 0% of the team total.","He draws 2.0 fouls and commits 0.0 per 90, translating to about 2.0 drawn and 0.0 committed here. The opposition concedes roughly 0.0 goals per match and is involved in about 24.0 fouls per game. Stylistically, his team is classified as foul-heavy,card-prone, while the opposition are defensively-solid. As a DM, he tends to draw the most fouls when facing FBs in more central or mixed areas, averaging around 2.00 fouls drawn per direct matchup, which is higher than the typical 1.32 for this role."
1378970,66,34,True,19191,John McGinn,86.0,0.0,0.0,2.2228376350725845,0.0,0.0,W,L,84.0,1,84.0,0.0,0.0,2.142857142857143,0.0,0.0,1,0.0,0.0,3.0,3.0,13.0,11.0,1.0,1.0,1,0.0,0.0,9.0,3.0,11.0,13.0,1.0,0.0,13.0,3.0,9.0,21.75,0.5704791219417489,1.2649110640673518,-0.0471987581645662,-0.2011017836759334,"foul-heavy,card-prone",11.0,1.0,3.0,17.75,-0.0633865691046385,-0.3162277660168378,-1.4631615031015597,-0.9323809970429632,defensively-solid,"John McGinn has played 1 match (84 total minutes), averaging about 84 minutes per appearance. For this match we expect around 86 minutes.",Per 90 minutes he averages 0.0 shots and 0.0 shots on target.,"His team takes around 3.0 shots per match, and this projection of 0.0 shots (0.0 on target) is about 0% of the team total.","He draws 0.0 fouls and commits 2.1 per 90, translating to about 0.0 drawn and 2.2 committed here. The opposition concedes roughly 0.0 goals per match and is involved in about 24.0 fouls per game. Stylistically, his team is classified as foul-heavy,card-prone, while the opposition are defensively-solid. As a W, he tends to draw the most fouls when facing CMs in more central or mixed areas, averaging around 1.25 fouls drawn per direct matchup, which is higher than the typical 1.03 for this role."
1378970,66,34,True,2926,Youri Tielemans,90.0,0.0,0.0,4.342287473165049,0.0,0.0,W,L,90.0,1,90.0,0.0,0.0,4.0,0.0,0.0,1,0.0,0.0,3.0,3.0,13.0,11.0,1.0,1.0,1,0.0,0.0,9.0,3.0,11.0,13.0,1.0,0.0,13.0,3.0,9.0,21.75,0.5704791219417489,1.2649110640673518,-0.0471987581645662,-0.2011017836759334,"foul-heavy,card-prone",11.0,1.0,3.0,17.75,-0.0633865691046385,-0.3162277660168378,-1.4631615031015597,-0.9323809970429632,defensively-solid,"Youri Tielemans has played 1 match (90 total minutes), averaging about 90 minutes per appearance. For this match we expect around 90 minutes.",Per 90 minutes he averages 0.0 shots and 0.0 shots on target.,"His team takes around 3.0 shots per match, and this projection of 0.0 shots (0.0 on target) is about 0% of the team total.","He draws 0.0 fouls and commits 4.0 per 90, translating to about 0.0 drawn and 4.3 committed here. The opposition concedes roughly 0.0 goals per match and is involved in about 24.0 fouls per game. Stylistically, his team is classified as foul-heavy,card-prone, while the opposition are defensively-solid. As a W, he tends to draw the most fouls when facing CMs in more central or mixed areas, averaging around 1.25 fouls drawn per direct matchup, which is higher than the typical 1.03 for this role."
1378970,66,34,True,19170,Morgan Rogers,90.0,0.0,0.0,1.0855718682912625,0.0,0.0,W,L,90.0,1,90.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,3.0,3.0,13.0,11.0,1.0,1.0,1,0.0,0.0,9.0,3.0,11.0,13.0,1.0,0.0,13.0,3.0,9.0,21.75,0.5704791219417489,1.2649110640673518,-0.0471987581645662,-0.2011017836759334,"foul-heavy,card-prone",11.0,1.0,3.0,17.75,-0.0633865691046385,-0.3162277660168378,-1.4631615031015597,-0.9323809970429632,defensively-solid,"Morgan Rogers has played 1 match (90 total minutes), averaging about 90 minutes per appearance. For this match we expect around 90 minutes.",Per 90 minutes he averages 0.0 shots and 0.0 shots on target.,"His team takes around 3.0 shots per match, and this projection of 0.0 shots (0.0 on target) is about 0% of the team total.","He draws 0.0 fouls and commits 1.0 per 90, translating to about 0.0 drawn and 1.1 committed here. The opposition concedes roughly 0.0 goals per match and is involved in about 24.0 fouls per game. Stylistically, his team is classified as foul-heavy,card-prone, while the opposition are defensively-solid. As a W, he tends to draw the most fouls when facing CMs in more central or mixed areas, averaging around 1.25 fouls drawn per direct matchup, which is higher than the typical 1.03 for this role."
1378970,66,34,True,19366,Ollie Watkins,90.0,0.951219512195122,0.951219512195122,1.0855718682912625,1.9809840292686085,0.0,W,L,90.0,1,90.0,1.0,1.0,1.0,2.0,0.0,1,0.0,0.0,3.0,3.0,13.0,11.0,1.0,1.0,1,0.0,0.0,9.0,3.0,11.0,13.0,1.0,0.0,13.0,3.0,9.0,21.75,0.5704791219417489,1.2649110640673518,-0.0471987581645662,-0.2011017836759334,"foul-heavy,card-prone",11.0,1.0,3.0,17.75,-0.0633865691046385,-0.3162277660168378,-1.4631615031015597,-0.9323809970429632,defensively-solid,"Ollie Watkins has played 1 match (90 total minutes), averaging about 90 minutes per appearance. For this match we expect around 90 minutes.",Per 90 minutes he averages 1.0 shots and 1.0 shots on target.,"His team takes around 3.0 shots per match, and this projection of 1.0 shots (1.0 on target) is about 32% of the team total.","He draws 2.0 fouls and commits 1.0 per 90, translating to about 2.0 drawn and 1.1 committed here. The opposition concedes roughly 0.0 goals per match and is involved in about 24.0 fouls per game. Stylistically, his team is classified as foul-heavy,card-prone, while the opposition are defensively-solid. As a W, he tends to draw the most fouls when facing CMs in more central or mixed areas, averaging around 1.25 fouls drawn per direct matchup, which is higher than the typical 1.03 for this role."
